onset	duration	nwb_table	stim_phase	stimulus_file	response_correct	response_confidence	actual_response	response_time
0.0	478.846933	trials	encoding	bd_movie				478.846933
622.766156	15.901524999999992	trials	recognition	new012.png	0.0	2.0	5.0	638.667681
639.711025	6.870809000000008	trials	recognition	new027.png	0.0	1.0	4.0	646.581834
647.626021	5.010060999999951	trials	recognition	new029.png	1.0	3.0	1.0	652.636082
653.672925	3.972592000000077	trials	recognition	new004.png	1.0	3.0	1.0	657.645517
658.684611	3.2316549999999324	trials	recognition	old025.png	1.0	3.0	6.0	661.916266
662.959703	4.107654000000025	trials	recognition	new034.png	1.0	3.0	1.0	667.067357
668.104107	2.9209990000000516	trials	recognition	old008.png	1.0	3.0	6.0	671.025106
672.057168	4.368966999999998	trials	recognition	new024.png	0.0	2.0	5.0	676.426135
677.457947	3.2978420000000597	trials	recognition	old020.png	1.0	3.0	6.0	680.755789
681.78732	3.5299989999999752	trials	recognition	new011.png	0.0	3.0	6.0	685.317319
686.348006	2.1672799999998915	trials	recognition	old036.png	1.0	3.0	6.0	688.515286
689.545817	6.888590999999906	trials	recognition	old018.png	1.0	1.0	4.0	696.434408
697.465314	5.267934999999966	trials	recognition	new028.png	1.0	3.0	1.0	702.733249
703.763436	3.5386550000000625	trials	recognition	new020.png	1.0	3.0	1.0	707.302091
708.329872	7.245277999999985	trials	recognition	old014.png	1.0	3.0	6.0	715.57515
716.604744	4.405373000000054	trials	recognition	new021.png	1.0	3.0	1.0	721.010117
722.037335	4.858216999999968	trials	recognition	new031.png	1.0	3.0	1.0	726.895552
727.941114	3.4379050000000007	trials	recognition	old023.png	1.0	3.0	6.0	731.379019
732.409581	4.375530000000026	trials	recognition	old004.png	1.0	3.0	6.0	736.785111
737.812048	3.304061000000047	trials	recognition	old009.png	1.0	3.0	6.0	741.116109
742.143233	2.3147179999999707	trials	recognition	old022.png	1.0	3.0	6.0	744.457951
745.48442	2.124779999999987	trials	recognition	old034.png	1.0	3.0	6.0	747.6092
748.635637	3.5451550000000225	trials	recognition	old032.png	1.0	3.0	6.0	752.180792
753.20726	2.2530309999999645	trials	recognition	old029.png	1.0	3.0	6.0	755.460291
756.486821	3.967093000000091	trials	recognition	new022.png	1.0	1.0	3.0	760.453914
761.483569	3.307499000000007	trials	recognition	old001.png	1.0	3.0	6.0	764.791068
765.822224	2.9407169999999496	trials	recognition	old027.png	1.0	3.0	6.0	768.762941
769.790379	2.4469990000000053	trials	recognition	old015.png	1.0	3.0	6.0	772.237378
773.266283	4.128029999999967	trials	recognition	new040.png	1.0	3.0	1.0	777.394313
778.441	2.1169049999999743	trials	recognition	old012.png	1.0	3.0	6.0	780.557905
781.599686	6.372216999999978	trials	recognition	new038.png	1.0	3.0	1.0	787.971903
788.99959	11.515150999999946	trials	recognition	new010.png	0.0	1.0	4.0	800.514741
801.54546	4.506966999999918	trials	recognition	new026.png	1.0	3.0	1.0	806.052427
807.082145	2.6472180000000662	trials	recognition	new018.png	1.0	3.0	1.0	809.729363
810.758675	6.387527999999975	trials	recognition	old040.png	1.0	3.0	6.0	817.146203
818.175859	6.008185000000026	trials	recognition	old021.png	1.0	3.0	6.0	824.184044
825.212575	3.358280000000036	trials	recognition	old038.png	1.0	3.0	6.0	828.570855
829.600667	9.20774599999993	trials	recognition	new030.png	1.0	1.0	3.0	838.808413
839.837975	4.228216999999972	trials	recognition	new016.png	1.0	3.0	1.0	844.066192
845.09513	6.027496999999926	trials	recognition	new008.png	1.0	3.0	1.0	851.122627
