onset	duration	nwb_table	stim_phase	stimulus_file	response_correct	response_confidence	actual_response	response_time
0.0	478.843339	trials	encoding	bd_movie				478.843339
547.808968	12.439588999999955	trials	recognition	new012.png	1.0	1.0	3.0	560.248557
561.30765	12.278214000000048	trials	recognition	new027.png	1.0	2.0	2.0	573.585864
574.641363	4.374811000000022	trials	recognition	new029.png	1.0	2.0	2.0	579.016174
580.085986	5.162403999999924	trials	recognition	new004.png	1.0	3.0	1.0	585.24839
586.31789	5.073966999999925	trials	recognition	old025.png	1.0	2.0	5.0	591.391857
592.452762	3.936779999999999	trials	recognition	new034.png	1.0	3.0	1.0	596.389542
597.440073	3.049686000000065	trials	recognition	old008.png	1.0	3.0	6.0	600.489759
601.530759	4.128686000000016	trials	recognition	new024.png	1.0	3.0	1.0	605.659445
606.69885	3.4623739999999543	trials	recognition	old020.png	1.0	2.0	5.0	610.161224
611.206599	2.7782490000000735	trials	recognition	new011.png	0.0	2.0	5.0	613.984848
615.025066	2.514279999999985	trials	recognition	old036.png	1.0	3.0	6.0	617.539346
618.587658	4.442060999999967	trials	recognition	old018.png	1.0	2.0	5.0	623.029719
624.069156	3.3738109999999324	trials	recognition	new028.png	1.0	2.0	2.0	627.442967
628.481185	4.142561000000001	trials	recognition	new020.png	1.0	2.0	2.0	632.623746
633.662715	2.4724989999999707	trials	recognition	old014.png	1.0	2.0	5.0	636.135214
637.173401	4.170622999999978	trials	recognition	new021.png	1.0	1.0	3.0	641.344024
642.382274	5.099528999999961	trials	recognition	new031.png	1.0	2.0	2.0	647.481803
648.518521	1.7805620000000317	trials	recognition	old023.png	1.0	2.0	5.0	650.299083
651.331645	4.098280000000045	trials	recognition	old004.png	1.0	2.0	5.0	655.429925
656.458362	2.4360300000000734	trials	recognition	old009.png	1.0	2.0	5.0	658.894392
659.930548	2.1779050000000097	trials	recognition	old022.png	1.0	2.0	5.0	662.108453
663.144297	3.079091999999946	trials	recognition	old034.png	1.0	2.0	5.0	666.223389
667.258889	1.767718000000059	trials	recognition	old032.png	1.0	2.0	5.0	669.026607
670.062825	2.3187800000000607	trials	recognition	old029.png	1.0	3.0	6.0	672.381605
673.418167	5.260530000000017	trials	recognition	new022.png	1.0	1.0	3.0	678.678697
679.716665	2.860623999999916	trials	recognition	old001.png	1.0	3.0	6.0	682.577289
683.615788	3.5294990000001008	trials	recognition	old027.png	1.0	3.0	6.0	687.145287
688.181661	2.3686870000000226	trials	recognition	old015.png	1.0	2.0	5.0	690.550348
691.587004	3.3609989999999925	trials	recognition	new040.png	1.0	2.0	2.0	694.948003
695.984815	1.468623999999977	trials	recognition	old012.png	1.0	3.0	6.0	697.453439
698.489314	2.5320299999999634	trials	recognition	new038.png	0.0	2.0	5.0	701.021344
702.056968	4.499749000000065	trials	recognition	new010.png	0.0	3.0	6.0	706.556717
707.592404	2.3334989999999607	trials	recognition	new026.png	1.0	3.0	1.0	709.925903
710.962715	3.295904999999948	trials	recognition	new018.png	1.0	3.0	1.0	714.25862
715.294463	3.0688430000000153	trials	recognition	old040.png	1.0	3.0	6.0	718.363306
719.400055	4.330466999999999	trials	recognition	old021.png	1.0	3.0	6.0	723.730522
724.766928	2.179373999999939	trials	recognition	old038.png	1.0	3.0	6.0	726.946302
727.985333	5.560529000000088	trials	recognition	new030.png	1.0	2.0	2.0	733.545862
734.59783	3.5442180000000008	trials	recognition	new016.png	1.0	2.0	2.0	738.142048
739.180735	2.9482169999999996	trials	recognition	new008.png	1.0	2.0	2.0	742.128952
