onset	duration	nwb_table	stim_phase	stimulus_file	response_correct	response_confidence	actual_response	response_time
0.0	478.034589	trials	encoding	bd_movie				478.034589
578.006861	6.539809999999989	trials	recognition	new013.png	1.0	3.0	1.0	584.546671
585.591733	2.0894060000000536	trials	recognition	new039.png	1.0	3.0	1.0	587.681139
588.724607	1.9010930000000599	trials	recognition	new032.png	1.0	3.0	1.0	590.6257
591.665981	0.9899370000000545	trials	recognition	new005.png	1.0	3.0	1.0	592.655918
593.708105	2.005561999999941	trials	recognition	old026.png	1.0	3.0	6.0	595.713667
596.75876	1.4103119999999763	trials	recognition	new036.png	0.0	3.0	6.0	598.169072
599.204322	1.848842999999988	trials	recognition	old017.png	1.0	3.0	6.0	601.053165
602.085258	2.2288120000000617	trials	recognition	new025.png	1.0	3.0	1.0	604.31407
605.345819	2.598842999999988	trials	recognition	old010.png	1.0	3.0	6.0	607.944662
608.97588	5.041311000000064	trials	recognition	new006.png	1.0	3.0	1.0	614.017191
615.042253	2.7125610000000506	trials	recognition	old039.png	1.0	3.0	6.0	617.754814
618.777626	3.3607489999999416	trials	recognition	old019.png	1.0	2.0	5.0	622.138375
623.161937	4.3680610000000115	trials	recognition	new001.png	1.0	3.0	1.0	627.529998
628.559904	2.6607480000000123	trials	recognition	new023.png	1.0	3.0	1.0	631.220652
632.248308	1.5383750000000873	trials	recognition	old028.png	1.0	3.0	6.0	633.786683
634.809276	1.80103100000008	trials	recognition	new033.png	1.0	3.0	1.0	636.610307
637.632712	9.450434000000087	trials	recognition	new014.png	1.0	2.0	2.0	647.083146
648.105364	4.270842000000016	trials	recognition	old030.png	1.0	1.0	4.0	652.376206
653.399237	1.9224679999999807	trials	recognition	old035.png	1.0	3.0	6.0	655.321705
656.343892	2.371156000000042	trials	recognition	old024.png	1.0	3.0	6.0	658.715048
659.736954	2.300249000000008	trials	recognition	old005.png	1.0	3.0	6.0	662.037203
663.059515	1.2714989999999489	trials	recognition	old037.png	1.0	3.0	6.0	664.331014
665.353139	1.5511549999999943	trials	recognition	old033.png	1.0	3.0	6.0	666.904294
667.926075	1.6003749999999854	trials	recognition	old006.png	1.0	3.0	6.0	669.52645
670.548918	2.3499360000000706	trials	recognition	new035.png	1.0	3.0	1.0	672.898854
673.926167	1.0880620000000363	trials	recognition	old007.png	1.0	3.0	6.0	675.014229
676.044103	1.3084370000000263	trials	recognition	old031.png	1.0	3.0	6.0	677.35254
678.380977	1.4074999999999136	trials	recognition	old003.png	1.0	3.0	6.0	679.788477
680.816695	1.8188740000000507	trials	recognition	new015.png	1.0	3.0	1.0	682.635569
683.664038	2.167280000000005	trials	recognition	old013.png	1.0	3.0	6.0	685.831318
686.860193	4.329717000000073	trials	recognition	new009.png	0.0	2.0	5.0	691.18991
692.218784	2.46746799999994	trials	recognition	new002.png	0.0	3.0	6.0	694.686252
695.714939	5.069342000000006	trials	recognition	new037.png	1.0	3.0	1.0	700.784281
701.811843	1.6771870000000035	trials	recognition	new003.png	1.0	3.0	1.0	703.48903
704.518029	1.6683750000000828	trials	recognition	old016.png	1.0	3.0	6.0	706.186404
707.215497	1.697718000000009	trials	recognition	old002.png	1.0	3.0	6.0	708.913215
709.940965	1.5773110000000088	trials	recognition	old011.png	1.0	3.0	6.0	711.518276
712.548745	4.2784979999998995	trials	recognition	new017.png	0.0	1.0	4.0	716.827243
717.856336	1.9489679999999225	trials	recognition	new019.png	1.0	3.0	1.0	719.805304
720.832335	2.5070300000001	trials	recognition	new007.png	1.0	3.0	1.0	723.339365
