onset	duration	nwb_table	stim_phase	stimulus_file	response_correct	response_confidence	actual_response	response_time
0.0	478.846245	trials	encoding	bd_movie				478.846245
554.686746	16.296836999999982	trials	recognition	new013.png	1.0	2.0	2.0	570.983583
572.031426	3.8311240000000453	trials	recognition	new039.png	1.0	3.0	1.0	575.86255
576.905487	1.9104680000000371	trials	recognition	new032.png	1.0	3.0	1.0	578.815955
579.860579	1.2301870000000008	trials	recognition	new005.png	1.0	3.0	1.0	581.090766
582.143516	3.805248000000006	trials	recognition	old026.png	1.0	3.0	6.0	585.948764
586.997701	3.154186999999979	trials	recognition	new036.png	1.0	3.0	1.0	590.151888
591.187669	4.588903999999957	trials	recognition	old017.png	1.0	3.0	6.0	595.776573
596.808135	1.8994370000000345	trials	recognition	new025.png	1.0	3.0	1.0	598.707572
599.73804	6.548779000000081	trials	recognition	old010.png	1.0	1.0	4.0	606.286819
607.318475	4.9417159999999285	trials	recognition	new006.png	1.0	2.0	2.0	612.260191
613.291066	2.919717999999989	trials	recognition	old039.png	1.0	3.0	6.0	616.210784
617.240471	5.35162200000002	trials	recognition	old019.png	0.0	3.0	1.0	622.592093
623.621343	1.9887489999999843	trials	recognition	new001.png	1.0	3.0	1.0	625.610092
626.638498	4.159217000000012	trials	recognition	new023.png	1.0	2.0	2.0	630.797715
631.826058	2.95790599999998	trials	recognition	old028.png	1.0	3.0	6.0	634.783964
635.811307	1.7285619999998971	trials	recognition	new033.png	1.0	3.0	1.0	637.539869
638.572775	5.549090999999976	trials	recognition	new014.png	1.0	2.0	2.0	644.121866
645.150834	1.6071869999999535	trials	recognition	old030.png	0.0	3.0	1.0	646.758021
647.786302	1.8398120000000517	trials	recognition	old035.png	0.0	3.0	1.0	649.626114
650.654395	1.8989050000000134	trials	recognition	old024.png	0.0	3.0	1.0	652.5533
653.582081	4.2081230000000005	trials	recognition	old005.png	1.0	3.0	6.0	657.790204
658.818235	2.217499000000089	trials	recognition	old037.png	1.0	3.0	6.0	661.035734
662.063703	1.7889679999999544	trials	recognition	old033.png	1.0	3.0	6.0	663.852671
664.881545	1.871623999999997	trials	recognition	old006.png	1.0	3.0	6.0	666.753169
667.782263	1.7980620000000727	trials	recognition	new035.png	1.0	3.0	1.0	669.580325
670.608668	5.573435000000018	trials	recognition	old007.png	1.0	3.0	6.0	676.182103
677.22029	2.88709300000005	trials	recognition	old031.png	1.0	3.0	6.0	680.107383
681.136101	2.7690619999999626	trials	recognition	old003.png	1.0	3.0	6.0	683.905163
684.933881	1.5583429999999225	trials	recognition	new015.png	1.0	3.0	1.0	686.492224
687.520911	1.4984680000000026	trials	recognition	old013.png	1.0	3.0	6.0	689.019379
690.047379	3.2576549999999997	trials	recognition	new009.png	1.0	2.0	2.0	693.305034
694.333596	4.577904000000103	trials	recognition	new002.png	1.0	2.0	2.0	698.9115
699.94025	1.7579990000000407	trials	recognition	new037.png	1.0	3.0	1.0	701.698249
702.728186	3.6673739999999952	trials	recognition	new003.png	1.0	3.0	1.0	706.39556
