onset	duration	nwb_table	stim_phase	stimulus_file	response_correct	response_confidence	actual_response	response_time
0.0	478.840401	trials	encoding	bd_movie				478.840401
777.867937	20.662022999999976	trials	recognition	new012.png	1.0	3.0	1.0	798.52996
799.577241	11.09277700000007	trials	recognition	new027.png	1.0	3.0	1.0	810.670018
811.713924	3.0172169999999596	trials	recognition	new029.png	1.0	3.0	1.0	814.731141
815.785266	5.187154000000078	trials	recognition	new004.png	1.0	3.0	1.0	820.97242
822.033326	4.9284979999999905	trials	recognition	old025.png	1.0	3.0	6.0	826.961824
828.011105	2.8515919999999824	trials	recognition	new034.png	1.0	3.0	1.0	830.862697
831.898197	2.789998999999966	trials	recognition	old008.png	1.0	3.0	6.0	834.688196
835.719727	2.102873999999929	trials	recognition	new024.png	1.0	3.0	1.0	837.822601
838.859194	4.223592000000053	trials	recognition	old020.png	1.0	3.0	6.0	843.082786
844.114567	3.472030000000018	trials	recognition	new011.png	0.0	3.0	6.0	847.586597
848.616721	1.7179059999999708	trials	recognition	old036.png	1.0	3.0	6.0	850.334627
851.364408	2.299030000000016	trials	recognition	old018.png	1.0	3.0	6.0	853.663438
854.692375	4.458780000000047	trials	recognition	new028.png	1.0	3.0	1.0	859.151155
860.180342	5.7204040000000305	trials	recognition	new020.png	1.0	3.0	1.0	865.900746
866.929589	1.5612810000000081	trials	recognition	old014.png	1.0	3.0	6.0	868.49087
869.519588	3.0303420000000187	trials	recognition	new021.png	1.0	3.0	1.0	872.54993
873.578305	1.9003740000000562	trials	recognition	new031.png	0.0	3.0	6.0	875.478679
876.507648	5.479246999999987	trials	recognition	old023.png	0.0	3.0	1.0	881.986895
883.01602	7.781496999999945	trials	recognition	old004.png	0.0	2.0	2.0	890.797517
891.827017	2.3007800000000316	trials	recognition	old009.png	1.0	3.0	6.0	894.127797
895.156109	5.0691229999999905	trials	recognition	old022.png	0.0	3.0	1.0	900.225232
901.267856	3.6049679999999853	trials	recognition	old034.png	0.0	3.0	1.0	904.872824
905.906355	1.4132490000000644	trials	recognition	old032.png	1.0	3.0	6.0	907.319604
908.347572	2.2667810000000372	trials	recognition	old029.png	1.0	3.0	6.0	910.614353
911.644071	7.504059999999981	trials	recognition	new022.png	1.0	3.0	1.0	919.148131
920.177224	1.6740300000000161	trials	recognition	old001.png	0.0	3.0	1.0	921.851254
922.88116	1.40443700000003	trials	recognition	old027.png	1.0	3.0	6.0	924.285597
925.315066	1.2241239999999607	trials	recognition	old015.png	1.0	3.0	6.0	926.53919
927.569596	5.570465999999897	trials	recognition	new040.png	1.0	3.0	1.0	933.140062
934.168843	1.3999999999999773	trials	recognition	old012.png	1.0	3.0	6.0	935.568843
936.597717	1.5494370000000117	trials	recognition	new038.png	1.0	3.0	1.0	938.147154
939.17581	2.4169990000000325	trials	recognition	new010.png	0.0	3.0	6.0	941.592809
942.620684	1.5083120000000463	trials	recognition	new026.png	1.0	3.0	1.0	944.128996
945.158276	1.7188119999999572	trials	recognition	new018.png	1.0	3.0	1.0	946.877088
947.905806	1.5315309999999727	trials	recognition	old040.png	0.0	3.0	1.0	949.437337
950.465399	2.457029999999918	trials	recognition	old021.png	0.0	3.0	1.0	952.922429
953.95171	2.4100310000000036	trials	recognition	old038.png	0.0	3.0	1.0	956.361741
957.39024	1.92440600000009	trials	recognition	new030.png	1.0	3.0	1.0	959.314646
960.34177	2.31990600000006	trials	recognition	new016.png	1.0	3.0	1.0	962.661676
963.689581	1.6991560000000163	trials	recognition	new008.png	1.0	3.0	1.0	965.388737
